db,cets,name
2,BX.TRF.PWKR.CD,"Personal transfers, receipts (BoP, current US$)"
2,BX.TRF.PWKR.CD.DT,"Personal remittances, received (current US$)"
2,BX.TRF.PWKR.DT.GD.ZS,"Personal remittances, received (% of GDP)"
2,CM.MKT.INDX.ZG,S&P Global Equity Indices (annual % change)
2,CM.MKT.LCAP.CD,Market capitalization of listed domestic companies (current US$)
2,CM.MKT.LCAP.GD.ZS,Market capitalization of listed domestic companies (% of GDP)
2,CM.MKT.LDOM.NO,"Listed domestic companies, total"
2,CM.MKT.TRAD.CD,"Stocks traded, total value (current US$)"
2,CM.MKT.TRAD.GD.ZS,"Stocks traded, total value (% of GDP)"
2,CM.MKT.TRNR,"Stocks traded, turnover ratio of domestic shares (%)"
2,DC.DAC.AUSL.CD,"Net bilateral aid flows from DAC donors, Australia (current US$)"
2,DC.DAC.AUTL.CD,"Net bilateral aid flows from DAC donors, Austria (current US$)"
2,DC.DAC.BELL.CD,"Net bilateral aid flows from DAC donors, Belgium (current US$)"
2,DC.DAC.CANL.CD,"Net bilateral aid flows from DAC donors, Canada (current US$)"
2,DC.DAC.CECL.CD,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)"
2,DC.DAC.CHEL.CD,"Net bilateral aid flows from DAC donors, Switzerland (current US$)"
2,DC.DAC.CZEL.CD,"Net bilateral aid flows from DAC donors, Czech Republic (current US$)"
2,DC.DAC.DEUL.CD,"Net bilateral aid flows from DAC donors, Germany (current US$)"
2,DC.DAC.DNKL.CD,"Net bilateral aid flows from DAC donors, Denmark (current US$)"
2,DC.DAC.ESPL.CD,"Net bilateral aid flows from DAC donors, Spain (current US$)"
2,DC.DAC.FINL.CD,"Net bilateral aid flows from DAC donors, Finland (current US$)"
2,DC.DAC.FRAL.CD,"Net bilateral aid flows from DAC donors, France (current US$)"
2,DC.DAC.GBRL.CD,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)"
2,DC.DAC.GRCL.CD,"Net bilateral aid flows from DAC donors, Greece (current US$)"
2,DC.DAC.HUNL.CD,"Net bilateral aid flows from DAC donors, Hungary (current US$)"
2,DC.DAC.IRLL.CD,"Net bilateral aid flows from DAC donors, Ireland (current US$)"
2,DC.DAC.ISLL.CD,"Net bilateral aid flows from DAC donors, Iceland (current US$)"
2,DC.DAC.ITAL.CD,"Net bilateral aid flows from DAC donors, Italy (current US$)"
2,DC.DAC.JPNL.CD,"Net bilateral aid flows from DAC donors, Japan (current US$)"
2,DC.DAC.KORL.CD,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)"
2,DC.DAC.LUXL.CD,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)"
2,DC.DAC.NLDL.CD,"Net bilateral aid flows from DAC donors, Netherlands (current US$)"
2,DC.DAC.NORL.CD,"Net bilateral aid flows from DAC donors, Norway (current US$)"
2,DC.DAC.NZLL.CD,"Net bilateral aid flows from DAC donors, New Zealand (current US$)"
2,DC.DAC.POLL.CD,"Net bilateral aid flows from DAC donors, Poland (current US$)"
2,DC.DAC.PRTL.CD,"Net bilateral aid flows from DAC donors, Portugal (current US$)"
2,DC.DAC.SVKL.CD,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)"
2,DC.DAC.SVNL.CD,"Net bilateral aid flows from DAC donors, Slovenia (current US$)"
2,DC.DAC.SWEL.CD,"Net bilateral aid flows from DAC donors, Sweden (current US$)"
2,DC.DAC.TOTL.CD,"Net bilateral aid flows from DAC donors, Total (current US$)"
2,DC.DAC.USAL.CD,"Net bilateral aid flows from DAC donors, United States (current US$)"
2,DC.ODA.TLDC.CD,"Net ODA provided, to the least developed countries (current US$)"
2,DC.ODA.TLDC.GN.ZS,Net ODA provided to the least developed countries (% of GNI)
2,DC.ODA.TOTL.CD,"Net ODA provided, total (current US$)"
2,DC.ODA.TOTL.GN.ZS,"Net ODA provided, total (% of GNI)"
2,DC.ODA.TOTL.KD,"Net ODA provided, total (constant 2015 US$)"
2,DT.DOD.DECT.CD,"External debt stocks, total (DOD, current US$)"
2,DT.DOD.DECT.GN.ZS,External debt stocks (% of GNI)
2,DT.DOD.DIMF.CD,"Use of IMF credit (DOD, current US$)"
2,DT.DOD.DLXF.CD,"External debt stocks, long-term (DOD, current US$)"
2,DT.DOD.DPNG.CD,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)"
2,DT.DOD.DPPG.CD,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)"
2,DT.DOD.DSTC.CD,"External debt stocks, short-term (DOD, current US$)"
2,DT.DOD.DSTC.IR.ZS,Short-term debt (% of total reserves)
2,DT.DOD.DSTC.XP.ZS,"Short-term debt (% of exports of goods, services and primary income)"
2,DT.DOD.DSTC.ZS,Short-term debt (% of total external debt)
2,DT.DOD.MIBR.CD,"PPG, IBRD (DOD, current US$)"
2,DT.DOD.MIDA.CD,"PPG, IDA (DOD, current US$)"
2,DT.DOD.MWBG.CD,"IBRD loans and IDA credits (DOD, current US$)"
2,DT.DOD.PVLX.CD,Present value of external debt (current US$)
2,DT.DOD.PVLX.EX.ZS,"Present value of external debt (% of exports of goods, services and primary income)"
2,DT.DOD.PVLX.GN.ZS,Present value of external debt (% of GNI)
2,DT.NFL.BLAT.CD,"Net financial flows, bilateral (NFL, current US$)"
2,DT.NFL.BOND.CD,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)"
2,DT.NFL.DPNG.CD,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)"
2,DT.NFL.FAOG.CD,"Net official flows from UN agencies, FAO (current US$)"
2,DT.NFL.IAEA.CD,"Net official flows from UN agencies, IAEA (current US$)"
2,DT.NFL.IFAD.CD,"Net official flows from UN agencies, IFAD (current US$)"
2,DT.NFL.ILOG.CD,"Net official flows from UN agencies, ILO (current US$)"
2,DT.NFL.IMFC.CD,"Net financial flows, IMF concessional (NFL, current US$)"
2,DT.NFL.IMFN.CD,"Net financial flows, IMF nonconcessional (NFL, current US$)"
2,DT.NFL.MIBR.CD,"Net financial flows, IBRD (NFL, current US$)"
2,DT.NFL.MIDA.CD,"Net financial flows, IDA (NFL, current US$)"
2,DT.NFL.MLAT.CD,"Net financial flows, multilateral (NFL, current US$)"
2,DT.NFL.MOTH.CD,"Net financial flows, others (NFL, current US$)"
2,DT.NFL.NIFC.CD,"IFC, private nonguaranteed (NFL, current US$)"
2,DT.NFL.OFFT.CD,"PPG, official creditors (NFL, current US$)"
2,DT.NFL.PBND.CD,"PPG, bonds (NFL, current US$)"
2,DT.NFL.PCBK.CD,"PPG, commercial banks (NFL, current US$)"
2,DT.NFL.PCBO.CD,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)"
2,DT.NFL.PNGB.CD,"PNG, bonds (NFL, current US$)"
2,DT.NFL.PNGC.CD,"PNG, commercial banks and other creditors (NFL, current US$)"
2,DT.NFL.PROP.CD,"PPG, other private creditors (NFL, current US$)"
2,DT.NFL.PRVT.CD,"PPG, private creditors (NFL, current US$)"
2,DT.NFL.RDBC.CD,"Net financial flows, RDB concessional (NFL, current US$)"
2,DT.NFL.RDBN.CD,"Net financial flows, RDB nonconcessional (NFL, current US$)"
2,DT.NFL.UNAI.CD,"Net official flows from UN agencies, UNAIDS (current US$)"
2,DT.NFL.UNCF.CD,"Net official flows from UN agencies, UNICEF (current US$)"
2,DT.NFL.UNCR.CD,"Net official flows from UN agencies, UNHCR (current US$)"
2,DT.NFL.UNDP.CD,"Net official flows from UN agencies, UNDP (current US$)"
2,DT.NFL.UNEC.CD,"Net official flows from UN agencies, UNECE (current US$)"
2,DT.NFL.UNEP.CD,"Net official flows from UN agencies, UNEP (current US$)"
2,DT.NFL.UNFP.CD,"Net official flows from UN agencies, UNFPA (current US$)"
2,DT.NFL.UNID.CD,"Net official flows from UN agencies, UNIDIR (current US$)"
2,DT.NFL.UNPB.CD,"Net official flows from UN agencies, UNPBF (current US$)"
2,DT.NFL.UNRW.CD,"Net official flows from UN agencies, UNRWA (current US$)"
2,DT.NFL.UNTA.CD,"Net official flows from UN agencies, UNTA (current US$)"
2,DT.NFL.UNWT.CD,"Net official flows from UN agencies, UNWTO (current US$)"
2,DT.NFL.WFPG.CD,"Net official flows from UN agencies, WFP (current US$)"
2,DT.NFL.WHOL.CD,"Net official flows from UN agencies, WHO (current US$)"
2,DT.ODA.ALLD.CD,Net official development assistance and official aid received (current US$)
2,DT.ODA.ALLD.KD,Net official development assistance and official aid received (constant 2018 US$)
2,DT.ODA.OATL.CD,Net official aid received (current US$)
2,DT.ODA.OATL.KD,Net official aid received (constant 2018 US$)
2,DT.ODA.ODAT.CD,Net official development assistance received (current US$)
2,DT.ODA.ODAT.GI.ZS,Net ODA received (% of gross capital formation)
2,DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI)
2,DT.ODA.ODAT.KD,Net official development assistance received (constant 2018 US$)
2,DT.ODA.ODAT.MP.ZS,"Net ODA received (% of imports of goods, services and primary income)"
2,DT.ODA.ODAT.PC.ZS,Net ODA received per capita (current US$)
2,DT.ODA.ODAT.XP.ZS,Net ODA received (% of central government expense)
2,DT.TDS.DECT.CD,"Debt service on external debt, total (TDS, current US$)"
2,DT.TDS.DECT.EX.ZS,"Total debt service (% of exports of goods, services and primary income)"
2,DT.TDS.DECT.GN.ZS,Total debt service (% of GNI)
2,DT.TDS.DIMF.CD,"IMF repurchases and charges (TDS, current US$)"
2,DT.TDS.DPPF.XP.ZS,"Debt service (PPG and IMF only, % of exports of goods, services and primary income)"
2,DT.TDS.DPPG.CD,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)"
2,DT.TDS.DPPG.GN.ZS,Public and publicly guaranteed debt service (% of GNI)
2,DT.TDS.DPPG.XP.ZS,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)"
2,DT.TDS.MLAT.CD,"Multilateral debt service (TDS, current US$)"
2,DT.TDS.MLAT.PG.ZS,Multilateral debt service (% of public and publicly guaranteed debt service)
2,EG.CFT.ACCS.ZS,Access to clean fuels and technologies for cooking (% of population)
2,EG.EGY.PRIM.PP.KD,Energy intensity level of primary energy (MJ/$2011 PPP GDP)
2,EG.ELC.ACCS.RU.ZS,"Access to electricity, rural (% of rural population)"
2,EG.ELC.ACCS.UR.ZS,"Access to electricity, urban (% of urban population)"
2,EG.ELC.ACCS.ZS,Access to electricity (% of population)
2,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total)
2,EG.ELC.FOSL.ZS,"Electricity production from oil, gas and coal sources (% of total)"
2,EG.ELC.HYRO.ZS,Electricity production from hydroelectric sources (% of total)
2,EG.ELC.LOSS.ZS,Electric power transmission and distribution losses (% of output)
2,EG.ELC.NGAS.ZS,Electricity production from natural gas sources (% of total)
2,EG.ELC.NUCL.ZS,Electricity production from nuclear sources (% of total)
2,EG.ELC.PETR.ZS,Electricity production from oil sources (% of total)
2,EG.ELC.RNEW.ZS,Renewable electricity output (% of total electricity output)
2,EG.ELC.RNWX.KH,"Electricity production from renewable sources, excluding hydroelectric (kWh)"
2,EG.ELC.RNWX.ZS,"Electricity production from renewable sources, excluding hydroelectric (% of total)"
2,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption)
2,EG.GDP.PUSE.KO.PP,GDP per unit of energy use (PPP $ per kg of oil equivalent)
2,EG.GDP.PUSE.KO.PP.KD,GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent)
2,EG.IMP.CONS.ZS,"Energy imports, net (% of energy use)"
2,EG.USE.COMM.CL.ZS,Alternative and nuclear energy (% of total energy use)
2,EG.USE.COMM.FO.ZS,Fossil fuel energy consumption (% of total)
2,EG.USE.COMM.GD.PP.KD,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)"
2,EG.USE.CRNW.ZS,Combustible renewables and waste (% of total energy)
2,EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita)
2,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita)
2,EN.ATM.CO2E.EG.ZS,CO2 intensity (kg per kg of oil equivalent energy use)
2,EN.ATM.CO2E.GF.KT,CO2 emissions from gaseous fuel consumption (kt)
2,EN.ATM.CO2E.GF.ZS,CO2 emissions from gaseous fuel consumption (% of total)
2,EN.ATM.CO2E.KD.GD,CO2 emissions (kg per 2010 US$ of GDP)
2,EN.ATM.CO2E.KT,CO2 emissions (kt)
2,EN.ATM.CO2E.LF.KT,CO2 emissions from liquid fuel consumption (kt)
2,EN.ATM.CO2E.LF.ZS,CO2 emissions from liquid fuel consumption (% of total)
2,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita)
2,EN.ATM.CO2E.PP.GD,CO2 emissions (kg per PPP $ of GDP)
2,EN.ATM.CO2E.PP.GD.KD,CO2 emissions (kg per 2017 PPP $ of GDP)
2,EN.ATM.CO2E.SF.KT,CO2 emissions from solid fuel consumption (kt)
2,EN.ATM.CO2E.SF.ZS,CO2 emissions from solid fuel consumption (% of total)
2,EN.ATM.GHGO.KT.CE,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)"
2,EN.ATM.GHGO.ZG,Other greenhouse gas emissions (% change from 1990)
2,EN.ATM.GHGT.KT.CE,Total greenhouse gas emissions (kt of CO2 equivalent)
2,EN.ATM.GHGT.ZG,Total greenhouse gas emissions (% change from 1990)
2,EN.ATM.HFCG.KT.CE,HFC gas emissions (thousand metric tons of CO2 equivalent)
2,EN.ATM.METH.AG.KT.CE,Agricultural methane emissions (thousand metric tons of CO2 equivalent)
2,EN.ATM.METH.AG.ZS,Agricultural methane emissions (% of total)
2,EN.ATM.METH.EG.KT.CE,Methane emissions in energy sector (thousand metric tons of CO2 equivalent)
2,EN.ATM.METH.EG.ZS,Energy related methane emissions (% of total)
2,EN.ATM.METH.KT.CE,Methane emissions (kt of CO2 equivalent)
2,EN.ATM.METH.ZG,Methane emissions (% change from 1990)
2,EN.ATM.NOXE.AG.KT.CE,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)
2,EN.ATM.NOXE.AG.ZS,Agricultural nitrous oxide emissions (% of total)
2,EN.ATM.NOXE.EG.KT.CE,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)
2,EN.ATM.NOXE.EG.ZS,Nitrous oxide emissions in energy sector (% of total)
2,EN.ATM.NOXE.KT.CE,Nitrous oxide emissions (thousand metric tons of CO2 equivalent)
2,EN.ATM.NOXE.ZG,Nitrous oxide emissions (% change from 1990)
2,EN.ATM.PFCG.KT.CE,PFC gas emissions (thousand metric tons of CO2 equivalent)
2,EN.ATM.PM25.MC.M3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"
2,EN.ATM.PM25.MC.T1.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)"
2,EN.ATM.PM25.MC.T2.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)"
2,EN.ATM.PM25.MC.T3.ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)"
2,EN.ATM.PM25.MC.ZS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)"
2,EN.ATM.SF6G.KT.CE,SF6 gas emissions (thousand metric tons of CO2 equivalent)
2,EN.BIR.THRD.NO,"Bird species, threatened"
2,EN.CLC.DRSK.XQ,Disaster risk reduction progress score (1-5 scale; 5=best)
2,EN.CLC.GHGR.MT.CE,GHG net emissions/removals by LUCF (Mt of CO2 equivalent)
2,EN.CLC.MDAT.ZS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)"
2,EN.CO2.BLDG.ZS,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)
2,EN.CO2.ETOT.ZS,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)"
2,EN.CO2.MANF.ZS,CO2 emissions from manufacturing industries and construction (% of total fuel combustion)
2,EN.CO2.OTHX.ZS,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)"
2,EN.CO2.TRAN.ZS,CO2 emissions from transport (% of total fuel combustion)
2,EN.FSH.THRD.NO,"Fish species, threatened"
2,EN.HPT.THRD.NO,"Plant species (higher), threatened"
2,EN.MAM.THRD.NO,"Mammal species, threatened"
2,EN.POP.DNST,Population density (people per sq. km of land area)
2,EN.POP.EL5M.RU.ZS,Rural population living in areas where elevation is below 5 meters (% of total population)
2,EN.POP.EL5M.UR.ZS,Urban population living in areas where elevation is below 5 meters (% of total population)
2,EN.POP.EL5M.ZS,Population living in areas where elevation is below 5 meters (% of total population)
2,EN.POP.SLUM.UR.ZS,Population living in slums (% of urban population)
2,EN.URB.LCTY,Population in largest city
2,EN.URB.LCTY.UR.ZS,Population in the largest city (% of urban population)
2,EN.URB.MCTY,Population in urban agglomerations of more than 1 million
2,EN.URB.MCTY.TL.ZS,Population in urban agglomerations of more than 1 million (% of total population)
2,EP.PMP.DESL.CD,Pump price for diesel fuel (US$ per liter)
2,EP.PMP.SGAS.CD,Pump price for gasoline (US$ per liter)
2,ER.FSH.AQUA.MT,Aquaculture production (metric tons)
2,ER.FSH.CAPT.MT,Capture fisheries production (metric tons)
2,ER.FSH.PROD.MT,Total fisheries production (metric tons)
2,ER.GDP.FWTL.M3.KD,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)"
2,ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)"
2,ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)"
2,ER.H2O.FWIN.ZS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)"
2,ER.H2O.FWST.ZS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources
2,ER.H2O.FWTL.K3,"Annual freshwater withdrawals, total (billion cubic meters)"
2,ER.H2O.FWTL.ZS,"Annual freshwater withdrawals, total (% of internal resources)"
2,ER.H2O.INTR.K3,"Renewable internal freshwater resources, total (billion cubic meters)"
2,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita (cubic meters)
2,ER.LND.PTLD.ZS,Terrestrial protected areas (% of total land area)
2,ER.MRN.PTMR.ZS,Marine protected areas (% of territorial waters)
2,ER.PTD.TOTL.ZS,Terrestrial and marine protected areas (% of total territorial area)
2,FB.AST.NPER.ZS,Bank nonperforming loans to total gross loans (%)
2,FB.ATM.TOTL.P5,"Automated teller machines (ATMs) (per 100,000 adults)"
2,FB.BNK.CAPA.ZS,Bank capital to assets ratio (%)
2,FB.CBK.BRCH.P5,"Commercial bank branches (per 100,000 adults)"
2,FB.CBK.BRWR.P3,"Borrowers from commercial banks (per 1,000 adults)"
2,FB.CBK.DPTR.P3,"Depositors with commercial banks (per 1,000 adults)"
2,FD.AST.PRVT.GD.ZS,Domestic credit to private sector by banks (% of GDP)
2,FD.RES.LIQU.AS.ZS,Bank liquid reserves to bank assets ratio (%)
2,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)"
2,FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt)
2,FI.RES.TOTL.MO,Total reserves in months of imports
2,FI.RES.XGLD.CD,Total reserves minus gold (current US$)
2,FM.AST.CGOV.ZG.M3,Claims on central government (annual growth as % of broad money)
2,FM.AST.DOMO.ZG.M3,Claims on other sectors of the domestic economy (annual growth as % of broad money)
2,FM.AST.DOMS.CN,Net domestic credit (current LCU)
2,FM.AST.NFRG.CN,Net foreign assets (current LCU)
2,FM.AST.PRVT.GD.ZS,Monetary Sector credit to private sector (% GDP)
2,FM.AST.PRVT.ZG.M3,Claims on private sector (annual growth as % of broad money)
2,FM.LBL.BMNY.CN,Broad money (current LCU)
2,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP)
2,FM.LBL.BMNY.IR.ZS,Broad money to total reserves ratio
2,FM.LBL.BMNY.ZG,Broad money growth (annual %)
2,FP.CPI.TOTL,Consumer price index (2010 = 100)
2,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)"
2,FP.WPI.TOTL,Wholesale price index (2010 = 100)
2,FR.INR.DPST,Deposit interest rate (%)
2,FR.INR.LEND,Lending interest rate (%)
2,FR.INR.LNDP,"Interest rate spread (lending rate minus deposit rate, %)"
2,FR.INR.RINR,Real interest rate (%)
2,FR.INR.RISK,"Risk premium on lending (lending rate minus treasury bill rate, %)"
